Object 1,Object 2,Question,Best Answer,Answers,gpt,cam,template
ps3,wii,"Which is the better next gen console(PS3, Wii, or XBOX 360 and please dont just say 360 cause Halo thats gay)?",they are all good it just depends on what type of games you like.,"['they are all good it just depends on what type of games you like.', 'they are all good it just depends on what type of games you like.', 'Xbox 360 is the best. Period', 'The Wii baby!']","xbox 360 has undeniable advantages. They are greater, easier to manipulate and bigger.","xbox 360 has undeniable advantages. They are greater, easier to manipulate and bigger.","xbox 360 has undeniable advantages. They are greater, easier to manipulate and bigger."
ps3,wii,"Would you guys recommend the Nintendo Wii or the PS3? I know, common question but I'm just wondering.?","The ps3 because it has a blu-ray player and that costs about a 1000 dollars. or if u want something a little cheaper get a xbox 360. It has a excellent online gaming program, xbox live and the controller is really comfortable. THE REASON the wii is not good because their are not much good games for it. And the graphics are way too bad compared to the ps3 and the xbox 360. I would get the xbox 360 because its fully backwards compatible and the controller is really nice. the ps3 i wouldn't get becase they said that its not fully backwards compatible with all ps2 games and they said it will have problems unless u buy a ps3 in late 2007.","[""The ps3 because it has a blu-ray player and that costs about a 1000 dollars. or if u want something a little cheaper get a xbox 360. It has a excellent online gaming program, xbox live and the controller is really comfortable. THE REASON the wii is not good because their are not much good games for it. And the graphics are way too bad compared to the ps3 and the xbox 360. I would get the xbox 360 because its fully backwards compatible and the controller is really nice. the ps3 i wouldn't get becase they said that its not fully backwards compatible with all ps2 games and they said it will have problems unless u buy a ps3 in late 2007."", ""360 or a Wii i have a 360 and i'm getting a Wii for Christmas. I'm planning on getting a PS3 when I get the dough though."", ""The ps3 because it has a blu-ray player and that costs about a 1000 dollars. or if u want something a little cheaper get a xbox 360. It has a excellent online gaming program, xbox live and the controller is really comfortable. THE REASON the wii is not good because their are not much good games for it. And the graphics are way too bad compared to the ps3 and the xbox 360. I would get the xbox 360 because its fully backwards compatible and the controller is really nice. the ps3 i wouldn't get becase they said that its not fully backwards compatible with all ps2 games and they said it will have problems unless u buy a ps3 in late 2007."", ""PS3 has higher graphics and is really powerful. Wii is cheaper and it's with your motions. So it depends."", 'i say get the Wii if you like mario and zelda games plus the controls are pretty sweet, but i say dont buy a ps3 yet, wait til all the bugs are worked out.', 'ps3 for life sony rocks!!!!!!!', ""I don't know how many times I've said this (i've probably only said it a few times).If you have the money get the PS3. If you don't get the Wii. (Wii FTW!!!)"", ""Buy a Wii now and wait a year or two for the PS3 till all the bugs are ironed out. it'll be cheaper and there'll be a lot of top quality games for it. I'm sure the Wii will hold your intrest till then."", ""PS3 for the same reasons as everyone else, plus you can use it as a normal computer, if you're willing to get to grips with Linux (about as easy nowadays as moving from one version of Windows to another). If it saves you from getting another machine, it could save you money, plus the technology and subsidy from Sony means that you're getting excellent value for money, even if you only used as a computer!""]","The the is better than wii. The reason are faster, closer to the 360 and larger.  I think the 2nd and 3rd place are even better, though I think the 2nd place is the most important.  I mean, let's say he can take his 3rd place without a 1st place and still beat up on the other 1st place.  So when he is in the top 8, he will probably beat his opponents and become the greatest in the tournament. I think this is the most important difference. You know, I think he is a better player.  He has the best 3rd place in the world.  He plays better with a better opponent.The 3rd place is a problem.  He is a better player than the other 3rd place.  He has a better chance of beating his opponents.  He needs to be better.  Maybe he is better in the game.  Maybe he is better in the tournament.The 3rd place is a problem for him. ","The the is better than wii. The reason are faster, closer to the 360 and larger. The run felt less crowded than SSX On Tour 's obstacle-laden courses and was easier to zip through than the the Wii SSX 's absurd gesture-controlled boarding was. Wii U versions of games are inferior to the PC versions. Why Twilight Princess on the GameCube is Superior to the Wii Version . Modding your Wii is way harder for the average person than simply buying an R4 or something. But the 3DS has gotten better, and the Wii U is getting there as well, seemingly quicker than the 3DS did.
Wii MotionPlus purports to track players' movements in finer detail and with greater accuracy than the Wii hardware alone. In fact, the video of Xenoblade looked inferior to the Wii release. I think Nintendo just going with 3 Wii Cores instead of something a lot better is going to hurt them in the long run. My Wii upstairs loads and plays better and faster on WiFi than the PS3 did. Wii U has better indie support than the vita and is selling at a faster rate than the vita.","I would prefer to use the because of faster, closer to the 360 and larger. But i should tell you that wii is greater and bigger."
ps3,wii,"What game do you want the most for Wii, Ps3, or the computer?",zelda for wii,"['zelda for wii', ""Well I don't have Wii or PS3. And I don't want any game for my computer, but a game I want for my gamecube system is The Sims 2: Pets! I love The SIms and the pets one seems so awesome!!! And I heart animals, so it's the perfect game for me!!! I cannot wait to get it! I'm asking for it for Christmas! Ahhh! I love it!"", 'Computer: Sims 2 Open for Business', ""PS3... I heard it's of the hook! And also never had any game console before..."", 'I have much better things to do with my life. I have never owned a computer game and I never will.', 'Wii Sports', 'Devil May Cry IV for PS3', 'you seem like a indoorsy person', 'zelda for wii']","the has undeniable advantages. They are bigger, higher and cleaner.","the has undeniable advantages. They are bigger, higher and cleaner.","the has undeniable advantages. They are bigger, higher and cleaner."
ps3,wii,should i get a Nintendo wii or a PS3?,"PS3 blows everything else away. 

PS3 has Online gaming for free. Microsoft charges you another $70 for a year of online. and the wii, only charges for game downloads.

PS3 has full HD support. neither the Wii or the 360 have anything close to that.

PS3 has blu-ray compatibility. The Wii has nothing of the sort. and the 360 requires you spend $200 to play HD DVDs which arent even as good as blu-ray discs.

Ps3 can store up to 60GB of music movies and games. 360 can store 20GB and Wii can store jack ****.

Ps3 had games like resistance, Lair, Full auto 2, Motorstorm. the only good game of the 360 is halo 3, which wont be here until next november.

PS3 has the option of HDMI, AV, Coaxial, or component output, the 360 gives you one cable that will use either A/V or Component, and they have the nerve to call the component output HD. wii makes you use AV.

The Blu-ray discs used for PS3 games make the games enormous, and worth much more time. i beat gears of war on the 360 in 9 hours. i have been playing resistance for 12 hours and i am about one quarter the way through. the Wii isn't even worth mentioning here, all their games are aimed at children and can be finished with within 4 hours.","[""PS3 blows everything else away. \n\nPS3 has Online gaming for free. Microsoft charges you another $70 for a year of online. and the wii, only charges for game downloads.\n\nPS3 has full HD support. neither the Wii or the 360 have anything close to that.\n\nPS3 has blu-ray compatibility. The Wii has nothing of the sort. and the 360 requires you spend $200 to play HD DVDs which arent even as good as blu-ray discs.\n\nPs3 can store up to 60GB of music movies and games. 360 can store 20GB and Wii can store jack ****.\n\nPs3 had games like resistance, Lair, Full auto 2, Motorstorm. the only good game of the 360 is halo 3, which wont be here until next november.\n\nPS3 has the option of HDMI, AV, Coaxial, or component output, the 360 gives you one cable that will use either A/V or Component, and they have the nerve to call the component output HD. wii makes you use AV.\n\nThe Blu-ray discs used for PS3 games make the games enormous, and worth much more time. i beat gears of war on the 360 in 9 hours. i have been playing resistance for 12 hours and i am about one quarter the way through. the Wii isn't even worth mentioning here, all their games are aimed at children and can be finished with within 4 hours."", 'Get the wii for good graphics the ps3 need a HD tv. Wii is way better and it comes with a game.', 'Get the Wii. PS3 sucks.', 'A Wii.', 'the wii is more family-based and is for any age. it`s supposed to be realllly fun. about half the price of the ps3. the ps3 is for hard-core gamers. if you like final fantasy games they`re going with the ps3, of course. rpgs, war games, fighting games, etc. $500 or $600 depending on if you get the harddrive or not. it all depends on your preference.', 'Dude, they are both really expensive, and hard to get...but Wii is a funny name, so go with that.', ""Depends on: How much you care about graphics (and what kind of TV you have to display them on) What kinds of control scemes you prefer (does the Wii-mote intrigue you, or do you prefer more traditional controls?) And most importantly (to me at least): What you think about each system's exclusive titles (because you're not going to get Zelda or Metroid on PS3)."", 'If you want to actually get one before Christmas try getting a Wii.', ""PS3 blows everything else away.  PS3 has Online gaming for free. Microsoft charges you another $70 for a year of online. and the wii, only charges for game downloads. PS3 has full HD support. neither the Wii or the 360 have anything close to that. PS3 has blu-ray compatibility. The Wii has nothing of the sort. and the 360 requires you spend $200 to play HD DVDs which arent even as good as blu-ray discs. Ps3 can store up to 60GB of music movies and games. 360 can store 20GB and Wii can store jack ****. Ps3 had games like resistance, Lair, Full auto 2, Motorstorm. the only good game of the 360 is halo 3, which wont be here until next november. PS3 has the option of HDMI, AV, Coaxial, or component output, the 360 gives you one cable that will use either A/V or Component, and they have the nerve to call the component output HD. wii makes you use AV. The Blu-ray discs used for PS3 games make the games enormous, and worth much more time. i beat gears of war on the 360 in 9 hours. i have been playing resistance for 12 hours and i am about one quarter the way through. the Wii isn't even worth mentioning here, all their games are aimed at children and can be finished with within 4 hours."", 'We bought the Wii today and it is great. You can interact with the games and are 11 year old is loving it. We paid $250.00 for it. Which is about half the price of the PS3.', 'Well it depends on what kind of games you like. If you like more of Adventure and Kiddy games chose Wii and if you like Sports and games with cleaner graphics get a PS3 but good luck on trying to get one!']","The a is better than wii. The reason are easier, easier to put games on pc and safer.  They are the easiest to play i've ever run.  But if you have a lot of wii and want to play some games, you have to go to the forums where they have a huge selection of available games.  You can find the best games on there.  If you're looking for a good old-fashioned game, the one that is always accessible and easy to play, the one that works for you (or a friend who's playing the game), the one that can be played offline, or for free.I won't get into this section, because I don't think I'll. I won't even go into the game design aspect. I will just focus on what I want to talk about and how to accomplish it.This is my first step in creating or starting a game.  It's not as easy as you think.  I'd suggest you create a game that is simple and easy to understand.  You","The a is better than wii. The reason are easier, easier to put games on pc and safer. The Extended Cut version has a handful of exclusive features that make it superior to its Wii sibling. See, teenagers would get the XBox one or PS4 faster than the wii. But the PS3 was faster than the Xbox 360, which was faster than the Wii. From the rumors specs Microsoft is going a good medium with better epsces than the Wii U but arguably worse specs than the PS4. As for the move seens a few comparison videos on youtube esp the table tennis games and the ps3 move definately is far superior to the wii!
Climbing a mountain is a harder challenge than playing Wii sports. It feels like a cheap afterthought and inferior to using a regular Wii in every way; needless to say, I'll be keeping my Wii hooked up for Wii and GameCube games, and won't ever touch Wii Mode again if I can help it. The Jak and Daxter games on the PS2 used dynamic loading, and the PS2 hardware was clearly inferior to the Wii in every respect. Wii U has better indie support than the vita and is selling at a faster rate than the vita. So FIFA 13 coming to the Wii U with better everything is greater news for Nintendo as a whole.","After much thought, I realized that  a is better, because of easier, easier to put games on pc and safer. Wii is  and faster."
ps3,wii,what do u reacon will be the best next gen consol...will it be PS3. WII or XBOX360?,"I've been a Sony Playstation fan since i was 17 when they came out. I bought the PSone as soon as i could and loved it, the PS2 was fantastic. I couldn't wait to go next gen gaming, so instead of waiting for a PS3 next year, i bought a Xbox 360..... It lasted a month before i had to get it repaired, then another week before it ruined a disc i put in it. THEN just to top it all off, the reason i bought the thing in the first place, was to get the best Pro Evolution Soccer 6 experience i could, Konami took all the editing options and saved goal replays out of the 360 version. I was so appauled by it all, the Xbox 360 is back where it came from and my trusty, reliable PS2 is back where it belongs, until next year when the PS3 is with us!!","[""I've been a Sony Playstation fan since i was 17 when they came out. I bought the PSone as soon as i could and loved it, the PS2 was fantastic. I couldn't wait to go next gen gaming, so instead of waiting for a PS3 next year, i bought a Xbox 360..... It lasted a month before i had to get it repaired, then another week before it ruined a disc i put in it. THEN just to top it all off, the reason i bought the thing in the first place, was to get the best Pro Evolution Soccer 6 experience i could, Konami took all the editing options and saved goal replays out of the 360 version. I was so appauled by it all, the Xbox 360 is back where it came from and my trusty, reliable PS2 is back where it belongs, until next year when the PS3 is with us!!"", 'when i think about console , i dont think really about the console and its performance, its bascially about what games i like to play Wii has alot of kiddy games to me , so did the gamecube ,mario mario on every system...i stop playing mario along time ago Ps3 i dont really care about because i never owned a ps2 , and plus im gonna have to wait like 2 years for the ps3 to go down to about $200 because its coming out at $500 i think wtf? thats crazy xbox 360 yeah im gettin one because they been out , there cheaper and they got games i like , and plus you can mod xbox and xbox 360 so you can do way more things with a xbox and xbox 360 then a ps2 or ps3..........', 'dunno proberly ps3.', ""PS3 is going to kick the Xbox360 and the wii's a ss"", ""Probably th Wii because you can actually stand up and be the person on the screen and it's more of a family console for kids and parents which will make the parents dig out their cash. But I like the Xbox 360 for a sit down console because the PS3 is way too expensive."", ""the ps3 will win but just in sales i'll probably get one myself but i still prefer the 360, people will buy it just because it's sony, both will have great games the wii will be great aswell but everyone said that about the gamecube and look what happend to that. i've seen one game on the ps3 but need to see more to be convinced when its over i realy think it'll be very close between the 360 and ps3 in europe and america and in japan it'll be between the wii and ps3"", 'http://freepsp.wetpaint.com Look here for PS3 review', 'PS3 PS3 PS3 PS3 PS3!!!!!!!!!!!!!!!!!!!!!!!! RULESSS!!!!!!!!!!!!!', 'When will people ever learn....its not about which console is best, its about the games and the fun you get from them. Consoles are just the medium through which you play games.', ""I've been a Sony Playstation fan since i was 17 when they came out. I bought the PSone as soon as i could and loved it, the PS2 was fantastic. I couldn't wait to go next gen gaming, so instead of waiting for a PS3 next year, i bought a Xbox 360..... It lasted a month before i had to get it repaired, then another week before it ruined a disc i put in it. THEN just to top it all off, the reason i bought the thing in the first place, was to get the best Pro Evolution Soccer 6 experience i could, Konami took all the editing options and saved goal replays out of the 360 version. I was so appauled by it all, the Xbox 360 is back where it came from and my trusty, reliable PS2 is back where it belongs, until next year when the PS3 is with us!!"", ""Wii's gonna be awesome, I really like the design of it. Everybody should own one. But on the 360 side, CliffyB said that the game Gears of War COULD NOT RUN ON THE PS3!!! Plus the 360 has a good year headstart, so good luck catching up Sony!"", 'PS3']",The wii is better than xbox360. The reason are easier and bigger. _________________________________________________________________________http://www.youtube.com/watch?v=5cKU0IuUJ8Ehttp://www.youtube.com/watch?v=5cKU0IuUJ8E http://www.youtube.com/watch?v=5cKU0IuUJ8E http://www.youtube.com/watch?v=5cKU0IuUJ8E http://www.youtube.com/watch?v=5cKU0IuUJ8E http://www.youtube.com/watch?v=5cKU0IuUJ8E http://www.youtube.com/watch?v=5cKU0IuUJ8E http://www.youtube.com/watch?v=5cKU0IuUJ8E http://www.youtube.com/watch,"The wii is better than xbox360. The reason are easier and bigger. Is demostrated that with huge effort the Wii games will be better than the xbox360/ps3 versions, that is really happening. The Wii U may be lower in sales than Wii, but it is still selling better than N64, Gamecube, Xbox, Xbox360, or PS3 did during the same time frame. The Wii u is several times faster than the PS3 and Xbox 360... So that means the xbox360 and ps3 is an even smaller jump from the original Wii. The game was on the Wii which has easier note charts, seemingly, than xbox360 and so I got thrown off in the beginning. @Shiryu Your right, also with the wii u minor launch issues it is a lot better then the xbox360 launch that was pleaged with the red ring of death and updates.
TV, so PS3, XBOX360 won't look better than the Wii anyway. More than the HD versions, which seem to manage the millisecond delays better, the Wii needs some tweaking, or you'll be smeared in Battle Mode online. XBox Live for free will never come into existence as Live is the main reason they are superior to Wii and PS3. Looks better than Wii Sports of course. or to take the wii - it is technically inferior to the xbox360 and the ps3 and it has the same business model.","smth wrong in answer generation, please try again"
ps3,wii,what do you think is better wii or ps3 or 360?,"honestly i like them all... if i could afford them all i would get them... but if you want the best graphics then PS3, the WII will help you lose weight and have fun lol... and the 360 has gears of war and halo3 soon... i personally have a 360 and am going to get a WII for XMAS.","['honestly i like them all... if i could afford them all i would get them... but if you want the best graphics then PS3, the WII will help you lose weight and have fun lol... and the 360 has gears of war and halo3 soon... i personally have a 360 and am going to get a WII for XMAS.', 'What difference does it make which is the better system. You should be buying the system that has the types of games you want to play.  ITS ABOUT THE GAMES....NOT THE CONSOLE!!!!!!!!!!!', 'PS3 has better graphics. If that is what you mean. I have plyed both so I know. They are nothing short of breath taking.', 'honestly i like them all... if i could afford them all i would get them... but if you want the best graphics then PS3, the WII will help you lose weight and have fun lol... and the 360 has gears of war and halo3 soon... i personally have a 360 and am going to get a WII for XMAS.', 'the xbox 360 is the best undoubtingly. look at games on both systems like COD 3 the 360 version looks better. the 360 has way better games and has more exclusive games coming. with Gears of War the 360 has a game ps3 cant compete with. now with the 360 you can rent movies and download tv episodes. who cares about blu ray anyway?', 'If you want more bang for your buck, go current generation (ps2, xbox, gamecube). They allready have a huge library of games and they are cheaper than new games.  Also, they have most of the bugs worked out of them which new systems sometimes have problems with. The next gen systems have only a few games available  (other then previous gen games) and are very expensive.']","The ps3 is b than wii. The reason are easier, faster and easier to manage.  I have also found that the game doesnt require me to use the game's graphics, just to make sense of the visuals.  This is where the power comes in.  I can edit the game with the ps3's graphics and the ps3's controls, even though I don't have the controller to do it.  I also have to do a lot of tweaking and adjustments to make sure the game works.  My current ps3 is running on a PC with an Intel Core i7 processor.  I have 2 GB of RAM and a 64 GB SSD.  I have also installed a few games with the ps3's graphics.  I have also installed a few games that are both on a PC and a Mac.  I am trying the ps3's controller settings and the system settings, and it will give me the same result.  My PC will have a lot of games for testing but I am only running the ps","The ps3 is b than wii. The reason are easier, faster and easier to manage. The ps3 a 6year old console is better than the Wii u. TV, so PS3, XBOX360 won't look better than the Wii anyway. And yeah, Graces on PS3 sold better than on the Wii. Everyone knows PS3 has better graphics than the Wii. The big difference is just that the PS3 visuals look so much nicer than the Wii.
Wii Is way better than the x-box 360 and the ps3 . My Wii U has better wifi connectivity than my 360 and ps3. The Wii U can produce better graphics than the PS3/360. The Wii U is a better machine than the PS3. Nintendo Wii U faster than PS3 and Xbox 360, but no Blu-ray on board .","After much thought, I realized that  ps3 is better, because of easier, faster and easier to manage. But i should tell you that wii is greater and prettier."
ps3,wii,"Which video game system do you think will be the biggest seller, PS3, Nintendo Wii, Or X-box 360?","The playstation 3 will, but since they've made so few, it has a limit on how much they can sell. That's why there's all this craziness in trying to get one. I want a Wii, they're cheaper, and they've made a ton more so it probably won't be insane when I try to buy one. If they keep making more PS3s though, then that will definitely be the biggest seller I think.","[""The playstation 3 will, but since they've made so few, it has a limit on how much they can sell. That's why there's all this craziness in trying to get one. I want a Wii, they're cheaper, and they've made a ton more so it probably won't be insane when I try to buy one. If they keep making more PS3s though, then that will definitely be the biggest seller I think."", ""i think that the 360 will win, followed closely by the wii. on a strictly hardware front the ps3 wins but  its just too expensive and the wii just doesn't compare to the technology of the ps3....the xbox 360 is the best middle ground"", ""I'm interested to see how everything plays out.   First of all you have the Wii which comes in at a lesser price, the opportunity to download classic games (which it seems is what people are talking about a lot lately games that have replayabilty and were just so much fun back then), and the new way of playing with the new controller which is going to revolutionize the way we all play games. Second you have the PS3 which has such a hefty price even for the stripped down version.  Hardware wise yeah better but at what cost.  They are sticking with the blue-ray technology but what happens if everyone else desides to go with the HD technology?  Everyone who bought a PS3 will be screwed cause the disks wont be as mass produced and the cost of games will go up, plus the blue-ray player will be worthless cause it wont play HD disks. Third and certainly not last you have the 360.  While everything is being released now the 360 is in its second generation or games.  Developers know the software and know how to make the games better.  Just look at whats out and going to be coming out soon (Gears of War, F.E.A.R., and of course Halo 3).  The price is between the other two and with big games coming up with graphics which are almost identicle to PS3. In my opinion I would have to cast my votes as a close tie between Wii and 360 with PS3 pulling up the rear cause of the shortage of systems, and big price."", ""I HAVE a PS3..if you are one of those morons paying more than retail for it..you are gonna be sadly disappointed and deserve to be. I bought into some of the hype and pre-ordered it. Its not really that big a deal. The launch games suck. The motion sensor is a joke. Its a little too 'tech' for younger kids to enjoy right out of the box. Its comparable in every way to the XBox 360. I dont see enough difference to warrant the kind of money these things are fetching. I would love to see the folks that stood in line to profit have to settle for retail. It would teach everyone a valuable lesson..at the end of the day...it's just a game."", ""Seriously, the highest seller will be the Wii, because only 400,000 units of the PS3 have been released, and 4 mil has been released of the Wii. And the price is only $250, so it's more cost effective than $600 dollars. But the PS3 will sell, no doubt."", 'by how people wer acting just to get a ps3 id ay ps3', 'Wii', 'I think the Nintendo WII is more for kids and getting the family involved, and i also like the interactive part of it. And it looks cool!', 'Playstation 3 without a doubt, people have been reading about it and wanting it for over half a decade', 'PS3 because it just came out 6 weeks ago........', ""PS3,even though PS3 is to much expensive than Wii and  XboX 360 but it's cool gadget with great technology."", 'PS3', ""The playstation 3 will, but since they've made so few, it has a limit on how much they can sell. That's why there's all this craziness in trying to get one. I want a Wii, they're cheaper, and they've made a ton more so it probably won't be insane when I try to buy one. If they keep making more PS3s though, then that will definitely be the biggest seller I think."", 'Nintendo wii will be the best seller because its the cheapest and its for all ages. Not many people could afford PS3.  The gamecube almost beat PS2 in sales because it was cheap and kids, teenagers and adults bought it while PS2 was only being bought by teenagers and adults because most of its games were rated mature.']",We can't recognize objects for comparision,We can't recognize objects for comparision,We can't recognize objects for comparision
ps3,wii,Witch is better the Wii or the PS3?,"Well, the Wii has a major fun-factor. It's easy to play, and even new people can pick up on the controls simply. It's also much easier on the pocketbook.

But if you're looking for something to play Playstation Games on & a Blue-Ray DVD player, get a PS3.

But if you ask me, you get more for your money with a Wii, not saying a PS3 isn't fun, it really is, but it's nothing really... awe-inspiringly new.","[""Well, the Wii has a major fun-factor. It's easy to play, and even new people can pick up on the controls simply. It's also much easier on the pocketbook.\n\nBut if you're looking for something to play Playstation Games on & a Blue-Ray DVD player, get a PS3.\n\nBut if you ask me, you get more for your money with a Wii, not saying a PS3 isn't fun, it really is, but it's nothing really... awe-inspiringly new."", ""Wii pwnz. I just got it on Sunday and it's SO FREAKING AWSOME!!!!!"", 'The PS3 is probably a more powerful system that can do more but it really depends on your needs', ""Well, the Wii has a major fun-factor. It's easy to play, and even new people can pick up on the controls simply. It's also much easier on the pocketbook. But if you're looking for something to play Playstation Games on & a Blue-Ray DVD player, get a PS3. But if you ask me, you get more for your money with a Wii, not saying a PS3 isn't fun, it really is, but it's nothing really... awe-inspiringly new."", 'Looks like PS3 is Going to be a gamers system but Wii is a sytem with alot of Personal Input.. So get em both, lol..  Just kidding, PS3..  But your going to pay to play...', 'if youre a hard-core gamer, the ps3. otherwise, wiiii!']","The the is b than wii. The reason are faster, closer to the 360 and larger.  Wii had a lot more than just the 360, the 360 had the 360, even more than the 360, and the 360 had more than the 360. It just wasn't the same thing.  The 360 was better than the 360.  It was just faster, closer to the 360. We're just not that far along this, but it's interesting that we're seeing the performance increase from the 360.  The 360 has more of a ""faster"" feel, and the 360 has more of a ""faster"" feel.  The 360 is so much faster, closer to the 360.  And this is a big thing for me, because I'm a 360 gamer.  Just like I'm a 360 gamer.  I'm just not that great at gaming, and I'm not that great at gaming.  I also feel like I'm the better at gaming, because I'm a 360 gamer.  I feel","The the is b than wii. The reason are faster, closer to the 360 and larger. The run felt less crowded than SSX On Tour 's obstacle-laden courses and was easier to zip through than the the Wii SSX 's absurd gesture-controlled boarding was. Wii U versions of games are inferior to the PC versions. Why Twilight Princess on the GameCube is Superior to the Wii Version . Modding your Wii is way harder for the average person than simply buying an R4 or something. But the 3DS has gotten better, and the Wii U is getting there as well, seemingly quicker than the 3DS did.
Wii MotionPlus purports to track players' movements in finer detail and with greater accuracy than the Wii hardware alone. In fact, the video of Xenoblade looked inferior to the Wii release. I think Nintendo just going with 3 Wii Cores instead of something a lot better is going to hurt them in the long run. My Wii upstairs loads and plays better and faster on WiFi than the PS3 did. Wii U has better indie support than the vita and is selling at a faster rate than the vita.","After much thought, I realized that  the is better, because of faster, closer to the 360 and larger. But you should know that wii is greater and bigger."
ps3,wii,what do you think is better wii or ps3?,"the wii no doubt. the only thing better about the ps3 is better graphics, but its still the same old game. the wii is a whole new way to play video games. wii is way better.","['the wii no doubt. the only thing better about the ps3 is better graphics, but its still the same old game. the wii is a whole new way to play video games. wii is way better.', 'the wii no doubt. the only thing better about the ps3 is better graphics, but its still the same old game. the wii is a whole new way to play video games. wii is way better.', 'wii way way better... cost less, and way better.', ""wii's controller, the ps3 has killer graphics, and good games""]","The ps3 is b than wii. The reason are easier, faster and easier to manage.  The ps3 is a 3.5"" floppy drive, and it has a good amount of RAM.  It has a good, if not bad, system.  With a good system, you can handle more than a few games and still have a nice system for a few years.  I have been playing the ps3 at least once a month now and it is still at its best for me.  I am still playing some of the more recent games of the ps3 and it is still the best system for me.  If you are playing the ps3, and want to know how to play it, check out the ps3 page.  The ps3 has a lot of nice features, but the game is not as good as the ps3.  There is a lot of work to be done, but at the end of the day, I am more satisfied with the ps3 than the ps3.  I would love","The ps3 is b than wii. The reason are easier, faster and easier to manage. The ps3 a 6year old console is better than the Wii u. TV, so PS3, XBOX360 won't look better than the Wii anyway. And yeah, Graces on PS3 sold better than on the Wii. Everyone knows PS3 has better graphics than the Wii. The big difference is just that the PS3 visuals look so much nicer than the Wii.
Wii Is way better than the x-box 360 and the ps3 . My Wii U has better wifi connectivity than my 360 and ps3. The Wii U can produce better graphics than the PS3/360. The Wii U is a better machine than the PS3. Nintendo Wii U faster than PS3 and Xbox 360, but no Blu-ray on board .","It's simple! Ps3 is better, because of easier, faster and easier to manage. Wii is greater and prettier."
ps3,wii,"What do you think is better xbox 360,ps3,wii?",I think the PS3 will be the best. The playstation has more turned base games like final fantasy then any other console. The xbox has very few if none turned based RPG games.,"['I think the PS3 will be the best. The playstation has more turned base games like final fantasy then any other console. The xbox has very few if none turned based RPG games.', 'I think PS3 but everyone has their own opinion on what one is better.', 'I think the PS3 will be the best. The playstation has more turned base games like final fantasy then any other console. The xbox has very few if none turned based RPG games.', 'this question has been asked way too many times. If you really want an answer read the answers to the same question from a diff. person.', ""I've answered this question approximately 255 times now, my answer is still Wii for reasons I refuse to repeat""]","wii has undeniable advantages. They are safer, easier for me to use and control and faster.","wii has undeniable advantages. They are safer, easier for me to use and control and faster.","wii has undeniable advantages. They are safer, easier for me to use and control and faster."
