,Object 1,Object 2,Question,Best Answer,Answers,template_sent,ctrl
133,ds,psp,what is better Nintendo ds or psp?,"Both are excellent machines but offer something different.

The PSP is technically superior, offering better graphics, sound and can double as an mp3 player, mpeg4/umd video player and photo viewer.  It has a smaller range of good games though this is improving; and their are more titles that would appeal to older players.

The DS is better value for money and has a good range of high quality games and better support for internet play through Ninendo's excellent wi-fi service.  While the graphics and sound aren't as good, it does have some unique features like a touch screen and microphone.

Theres no definite answer to which is better; have a look at the games available for each system and decide based on which you would rather be playing.","[""Both are excellent machines but offer something different.\n\nThe PSP is technically superior, offering better graphics, sound and can double as an mp3 player, mpeg4/umd video player and photo viewer.  It has a smaller range of good games though this is improving; and their are more titles that would appeal to older players.\n\nThe DS is better value for money and has a good range of high quality games and better support for internet play through Ninendo's excellent wi-fi service.  While the graphics and sound aren't as good, it does have some unique features like a touch screen and microphone.\n\nTheres no definite answer to which is better; have a look at the games available for each system and decide based on which you would rather be playing."", 'Well, PSP is much better.', 'PSP all the way-internet, better controls, awesome screen to play videos on...just better all the way around', 'To tell the truth the psp are better but I like the nintendo ds.', ""Both are excellent machines but offer something different. The PSP is technically superior, offering better graphics, sound and can double as an mp3 player, mpeg4/umd video player and photo viewer.  It has a smaller range of good games though this is improving; and their are more titles that would appeal to older players. The DS is better value for money and has a good range of high quality games and better support for internet play through Ninendo's excellent wi-fi service.  While the graphics and sound aren't as good, it does have some unique features like a touch screen and microphone. Theres no definite answer to which is better; have a look at the games available for each system and decide based on which you would rather be playing."", ""IF you are looking for just a hand-held game system that is going to be around for several years -- the Nintendo DS can't be beat -- and yes, it does have the staying power and market support in terms of plenty of games for the system and everything that children/teens want."", 'see this site  http://gear.ign.com/articles/599/599454p1.html =', ""I Own both but play my DS So much more i dont even use PSP'S Crappy features like who wants to watch Hitch on that thing  anyway?""]",The psp is better than ds. ds is better dan psp (12:59pm EST Tue Apr 26 2005) psp is fast but ds is faster it has better grafics than psp and psp is very slow and takes time to load.Much better than anything DS has to offer.,"   I have a psp and i want to buy the ps vita version of this game but it seems like there are no good reviews for it. Is that true? If so then why do people say its not worth it? @rjejr – The Vita has been out since last year, and it’s still going strong. It was released in Japan on February 11th, 2013 with an English release coming later on. It’s also available as part of PS Plus at launch. You can get both versions if you want. This looks really good. I’m glad they finally decided to make another one after all these years. And yeah, I think the graphics look better than the first one. Can’t wait until I play it! So excited about this. I’ve always wanted to see more games from the PSP. One thing though, how much will the price be when we pre-order this? Will it go up once we’re done preordering? Or does it stay the same price?"
134,ds,psp,Which is best for a 5yr old boy to play a PSP or Nintendo DS Lite?,"I have both systems, and the Nintendo DS Lite is definitely the better choice for a young boy.  The PSP is a very delicate piece of technology which can be easily broken.  It's basically a miniature computer.  It's also aimed at an older demographic, so there isn't a whole lot of games for younger players.  

The DS Lite is built to be abused.  It closes like a clam shell to protect the screens.  Most games are made to be accessible to children.  Controls are simple and intuitive.  The DS can be played 20 hours before a recharge is needed.  The PSP gets 3 hours, tops.  The DS also has a much simpler wifi interface, making it easy for friends to play against eachother.","[""I have both systems, and the Nintendo DS Lite is definitely the better choice for a young boy.  The PSP is a very delicate piece of technology which can be easily broken.  It's basically a miniature computer.  It's also aimed at an older demographic, so there isn't a whole lot of games for younger players.  \n\nThe DS Lite is built to be abused.  It closes like a clam shell to protect the screens.  Most games are made to be accessible to children.  Controls are simple and intuitive.  The DS can be played 20 hours before a recharge is needed.  The PSP gets 3 hours, tops.  The DS also has a much simpler wifi interface, making it easy for friends to play against eachother."", ""I have both systems, and the Nintendo DS Lite is definitely the better choice for a young boy.  The PSP is a very delicate piece of technology which can be easily broken.  It's basically a miniature computer.  It's also aimed at an older demographic, so there isn't a whole lot of games for younger players.   The DS Lite is built to be abused.  It closes like a clam shell to protect the screens.  Most games are made to be accessible to children.  Controls are simple and intuitive.  The DS can be played 20 hours before a recharge is needed.  The PSP gets 3 hours, tops.  The DS also has a much simpler wifi interface, making it easy for friends to play against eachother."", 'I think he should wait for at least one more year.', ""I think a nintendods lite, or whichever is the cheapest right now. And doesn't have alot violent games"", 'none , too young,should be playing real games,to learn social skills', 'psp because you can get cartoony games such as scooby doo etc..', ""i'd say the ds lite, it has better games for a younger audiance, and the way the DS is set up teaches good coordination i believe."", 'No video games for a 5 year old!  Go outside and play.', ""For a 5yr old boy. I think he should be playing with a Vsmile game console. Its a easy to use, yet educational game system for preschool children and up. My boys are 4, 3 and 2 years old and they love it. It doesn't cost alot either and there are many games for it.""]","The ds is better than psp. Probably bigger than the visual difference between PS2 and Xbox games.As I said before,PSP's games will cost less and be easier to develop for.So if I'm right then this means PSP will have more games coming out faster than DS.ds is better dan psp (12:59pm EST Tue Apr 26 2005) psp is fast but ds is faster it has better grafics than psp and psp is very slow and takes time to load.","   I have a question about the PSP and DSiWare. Can you please tell me which one of these two games are better for me? Which game has more features than the other? Also, if you could give us some tips on how to play both games, that would be awesome. Thanks! :)   @rjejr - The PSP version does not support multiplayer. You can only use it as an offline game. If you're looking at buying this game, I'd recommend getting the DS version. It's cheaper and includes online play. @rjejr - The PSP version does not support multiplayer. You can only use it as an offline game. If you're looking at buying this game, I'd suggest getting the DS version."
135,ds,psp,Which is better Nintendo DS or Sony PSP and why?,"My brother has a DS, and he and I have a PSP. The DS has terrible graphics. It's blurry at times and is similar to the graphics of a Sega genesis! My PSP, however, is great. The graphics are really strong and good. Also, the PSP has way better game selection. The DS has only games like Mario Bros., which to me gets boring. The PSP has some of the same games the PS2 has. Get the PSP!","[""My brother has a DS, and he and I have a PSP. The DS has terrible graphics. It's blurry at times and is similar to the graphics of a Sega genesis! My PSP, however, is great. The graphics are really strong and good. Also, the PSP has way better game selection. The DS has only games like Mario Bros., which to me gets boring. The PSP has some of the same games the PS2 has. Get the PSP!"", 'i think the ds because the touch screen is awsome and all the games are really fun . my naighbor has a psp and he never plays it instead he wants to play my ds', '2 of my kids have Nintendo Advance Gameboys - I bought them a Game Cube for X-mas.  The gameboys can be linked to the game cube to play the games on tv.', ""The PSP! Altho the thing about nintendo's is they're more about fun. If you want serious gaming, the PSP is definitely it. Plus it has amazing added features."", ""This really depends on what kind of games you like, I also was making this decision a few months ago and I'm now positive I went for the right choice. I got a DS and the reason I would say this is better for me is that I like fun games and I'm not too keen on sports or shooting games. What the DS lacks on MP3, internet, video playing etc it gains on the fact that the games are more interactive by using the built in microphone and the touch screen. Also if your mates have a DS you can do download play where you only need one cartridge between you and you can play each other wirelessly. I have spoken to two of my friends who have both consoles and they say they like the PSP but find that they use their DS much more. Hope this helps."", ""I say the DS.  Why?  You can actually buy an upgrade to let your DS play MP3 files, video files, and later, the Opera web browser cartdridge will be made, letting you surf the web.  The battery can last longer without the need of upgrading. The PSP requires alot of upgrades.  A protection case, battery pack,  sound dock so you can watch movies with better sound. The DS is pretty durable, has an 18 hour battery life if you have the new DS, but we don't have any kind of sound dock."", 'Nintendo DS Pros: - Spectacularly good software selection - Redesigned, extra-small hardware in DS Lite - Cheap and durable Cons: - Less technically advanced than the PSP - Has no other cons. Buy one. PSP Pros: - Fantastic screen - Versatile hardware - Extra connectivity features with PS3 Cons: - Outclassed in software quality/selection - Can be ergonomically uncomfortable', ""My brother has a DS, and he and I have a PSP. The DS has terrible graphics. It's blurry at times and is similar to the graphics of a Sega genesis! My PSP, however, is great. The graphics are really strong and good. Also, the PSP has way better game selection. The DS has only games like Mario Bros., which to me gets boring. The PSP has some of the same games the PS2 has. Get the PSP!"", ""Sony PSP, it's fun"", 'i would go with the psp, it plays movies and it has more available content, compared to the DS', 'Nintendo DS....even though the PSP has better graphics and everything, the DS is cheaper, has a touch screen, and is just as fun to play with.']",The sony is better than ds. I hear that the DS is BETTER than sony.Psp is way better than Nintendo Ds!,"   I have a Sony A7rII and the only thing that bothers me about it is how slow it is. The Canon 5Dmk3 has no problem with fast shutter speeds but it’s not as fast. It seems like you can shoot faster in the Sony. Is this because of the sensor size on the Canon? Or does it just seem slow? I’m guessing its something to do with the sensor. Any thoughts? Thanks for your great reviews. I’ve been using both cameras since they came out and am very happy with them. However, my question is, what are the differences between the two cameras? Both use the same sensor, so should there be any difference in performance/image quality? Also, which camera would you recommend over the other? Thanks! Hi Steve, thanks for taking time to answer our questions. We really appreciate it. If you’re looking at other cameras, we suggest checking out some of our reviews here – especially if they’re more advanced than ours."
136,ds,psp,Which is better PSP or Nintendo DS?,"< 10 years old - DS
> 10 years old - PSP","['< 10 years old - DS\n> 10 years old - PSP', '< 10 years old - DS > 10 years old - PSP', 'I have a PSP  and a DS and the PSP has better graphics  and bigger screen but the DS has a touch screen. if you want something  to just play games get the DS if you want like music, movies, music videos, if you want that stuff totally get a PSP.', 'DS has more game, PSP does more things.  my son have both of them.', ""Do not buy a handheld system based on anything other then games.  If the DS has more games you like but it.  Same for the PSP. **********My PSP Rant********** True, the PSP can play music and you can watch movies but it does neither of these things very well.  That is the usual problem with these types of multi-task devices; they do many different things, but none of them well. As an mp3 player the PSP is one of the larger and more difficult to use and you have to buy expensive Sony memory sticks to expand the memory of the system. As a movie player the PSP is a joke.  Let's think about this for a minute.  Who is going to sit in front of this thing for 2 hours to watch a movie?  Answer:  no one.  This novelty will wear off about 45 minutes into your first movie.  Don't forget that if you want to watch one of your favorite movies, you have to spend another 15 to 20 bucks to buy it on a UMD.  The UMD is failing miserably and probably won’t be around much longer.  Studios are losing money and will not continue the production of these disks soon. With some modification and downloads, you can surf the web wirelessly (although not very well; another novelty that will be as useless as watching movies after about 10 minutes) as well as download and store all kinds of media in the device.(buy a video ipod for this instead).  **********End Rant**********  it all boils down to the games.  Nintendo has dominated the handheld market for 10 years because they know handhelds are mainly for younger players and produce the majority of their games accordingly. Adults simply don’t have as much time to play mobile games.  When we go somewhere (adults), it is for a reason, not because we are being dragged by our parents and need something to pass the time. My advice is do not buy either if you are over 15, you simply wont use it."", 'trust me i had a psp but i traded it in for a DS. I got the DS because it takes along time to download songs on to the psp. pictures are faster than songs but to download anything off the computer you need to download a service called PSPWare. type in pspware on google to keep looking  for a place to download it. well i just found the place for you. ill attatch it to the soursce.but to use the internet on the psp (it has internet along with videos,songs,pictues) you need to be near a computer.its stupid cause if your near the computer then why dont you jsut use the computer? i say get the ds. it has an alarm!!!! and a bunch of other great things', 'psp.']","The nintendo is b than psp. Power isn't everything, as Nintendo dominates the handheld market with a device that is in many ways inferior to Sony's PSP.""Those are minor inconveniences at best; so don't think that the DS version is wildly superior to the PSP game.","   I have a question for you guys, what do you think about the new Nintendo 3DS? Is it better than the old one? And if not, why? If yes, which one should i get?http://news.bbc.co.uk/2/hi/uk_news/magazine/8397381.stm  Related BBC sites   The secret of happiness in retirement   By Dr David Colquhoun   A few years ago my wife and I were on holiday at our home near Edinburgh. We had just finished dinner when we heard someone knocking loudly on the front door. It was an elderly couple who lived next door to us. They said they wanted us to come round as soon as possible. My wife, who has always been very independent, didn't want me to go - she thought that would be rude - but I insisted. So we went out into the garden where there was no car and, sure enough, the man came up to us, introduced himself and asked how long we'd been married."
137,ds,psp,Would you prefer a DS or a PSP?,I have a DS. It isn't that good. Nintendogs is shite.,"[""I have a DS. It isn't that good. Nintendogs is shite."", 'psp psp psp psp psp', 'PSP it has more function than a DS', ""I have a DS. It isn't that good. Nintendogs is shite."", 'PSP is better but DS is ok', ""if you're a person that likes better resolution you should go with the psp because it's has a better resolution than the ds... but if you're like me and you actually play games for it's actual content and not picture quality you would be better off with the ds. ^^ discard the nintendog crap ... i've played that game and i lost interest after two days... psp is filled with ps games.. if you already have a ds... why bother, right?""]","ds has undeniable advantages. They are lighter, quicker and faster to play.","ds has undeniable advantages. They are faster to play, quicker and lighter."
138,ds,psp,Which is better Nintindo Ds or PSP?,"The PSP has better graphics..... but the Nintendo DS has better battery life, and better games including legendary exclusives to Nintendo such as ""Super Mario"" + ""Legend of Zelda""... while the PSP mostly has the same cross-platform titles also found in varying forms on PS2 / PC / XBOX / XBOX360 / PS3, etc.","['The PSP has better graphics..... but the Nintendo DS has better battery life, and better games including legendary exclusives to Nintendo such as ""Super Mario"" + ""Legend of Zelda""... while the PSP mostly has the same cross-platform titles also found in varying forms on PS2 / PC / XBOX / XBOX360 / PS3, etc.', ""PSP. I have both, if you over 13 you shouldn't get a DS"", ""The PSP has better graphics..... but the Nintendo DS has better battery life, and better games including legendary exclusives to Nintendo such as 'Super Mario' + 'Legend of Zelda'... while the PSP mostly has the same cross-platform titles also found in varying forms on PS2 / PC / XBOX / XBOX360 / PS3, etc."", 'well i want to say the nintendo ds, but the psp is so damn perfect in every way']","smth wrong in diviner, please try again","smth wrong in diviner, please try again"
139,ds,psp,"Which is better, Nintendo DS or PSP? and why?","I would say definitely DS. I have owned a PSP before, and I can say definitely the DS is better. Sure the psp has more stuff, but the ds has WAY better games. Plus, you can play online just like the psp. Thanks!","['I would say definitely DS. I have owned a PSP before, and I can say definitely the DS is better. Sure the psp has more stuff, but the ds has WAY better games. Plus, you can play online just like the psp. Thanks!', 'I would say definitely DS. I have owned a PSP before, and I can say definitely the DS is better. Sure the psp has more stuff, but the ds has WAY better games. Plus, you can play online just like the psp. Thanks!', 'Everyone knows PSP is much better in terms of performance, looks and just about everything else.', 'DS, its easy to hack and 65% cheaper', 'Well if it was up to me i would pick poop!', 'i have DS and i can play Gb advance games too, so i can choose from a lot of games ;) and i eally enjoy it']","The psp is better, than ds. ds is better dan psp (12:59pm EST Tue Apr 26 2005) psp is fast but ds is faster it has better grafics than psp and psp is very slow and takes time to load.Much better than anything DS has to offer.","   I have a PSP and i was looking for something to play my psp games on. It has been so long since the last time that i played on it but now with this new update i can finally do it. The only thing that would make me happier is if you could add more than one player in multiplayer. But other then that, great job Sony :)   @rjejr - You are right about the lack of online multiplayer support. However, there will be an option added at some point where players may choose between local co-op and online. If you want to know more, please check out our blog post here. This game looks awesome! I'm really excited to see how much better it gets over time. I've always wanted to try it, but never got around to. Now it's going to be easier to get into it! Thanks Sony! :D   @rjejr - Thank you! We appreciate your feedback as well. We're working hard to improve the experience even further through future updates."
140,ds,psp,which is better psp or nitendo ds?,Nintendo DS,"['Nintendo DS', ""Nintendo DS.  It's a little bit cheaper, has a touch screen and tons of cool games (animal crossing, princess peach, tetris etc)"", 'Nintendo DS!!!', 'Seriously, if you want good game experiences then the DS is the way to go.  If you want something that looks really cool but has long game-load times and mediocre games then go for a PSP.', 'Nintendo DS', 'DS It has double screens and can connect with other DS. I have I DS and it rocks! Are you planning to buy one? Well hope you make a good decision.', 'it realy depends on what you want the DS is much more basic and the Psp offers more features thats why its more expensive I think the Psp is better because the graphics are much better plus you can watch movies and play music', 'PSP can view pictures, videos, play music and the games. Nintendo DS you have the power to influence the game by the touch screen. The PSP is neat in all but not to hot. I would prefer an ipod over it. I have a Nintendo DS and it is tons of fun in the car on a trip or at a family reunion(!!!). It is mainly up to you but that is my view.', 'Xbox 360 rules.', 'Nintendo DS! I got a DS about a year ago. I must say, the games and the touch screen rule!', ""The PSP is way better. It's like a mini PS2. The DS is like a mini N64. Whoever says the psp doesn't have good games is living under a rock! The PSP has several good games Locoroco, GTA LCS, GTA VCS, MOH Heroes, Metal Slug, and Need For Speed to name a few. The DS is for people who can't afford the extra $50 for a far superior system, the PSP."", 'Ds it has a touch screen and a way better battery life than the psp.  Also better games are on it like FF and Mario.  Unless u like the thrill of sports and war games that the psp has', ""Depends on what you want out of them.  If you want a handheld console that'll also allow you to watch video and listen to music, then it's the PSP, but if you want awesome games with a wide variety, go for the DS."", ""No doubt it's the Ds; of witch is the beter."", ""Personally, I think the DS is better! but..the PSP does have a good big wide screen.. and thats just about all i know but the DS can hook up to the internet but u have to  buy a adaptor thingie!  also it has a touch screen and a Very large variety of games! but go ahead and look them booth up don't forget not only pros but cons too!"", 'I like Nintendo DS. I have both PSP, and DS.I can not compare them. There is NOT many good games for PSP. Also DS has touch screen. In fact I do not know where my PSP is at, because it is not as good as DS. I am not joking. Last DS is better money wise, try to get the DS Lite it is better, looks better.', 'This is an opinionated question, but anyway, I really like the Nintendo DS more. Cheaper, innovative games and easy to use Wifi.']","smth wrong in diviner, please try again","smth wrong in diviner, please try again"
141,ds,psp,Which is better Nintendo DS or PSP? and Why?,"Depends on what you want.

PSP is a great device to carry videos, MP3 and the Internet browser, which is quite useful when you don't have a comp nearby, but you have Wi-Fi. Graphics are better than DS'.

Nintendo DS on the other side is more about the gaming, the 2 screens let you play really cool. It has less hardware power than PSP, but it's funnier to play because of the touchscreen.

PSP - Multimedia
DS - Gaming

Depends on what you're looking for, i personally own a PSP and it's really cool.","[""Depends on what you want.\n\nPSP is a great device to carry videos, MP3 and the Internet browser, which is quite useful when you don't have a comp nearby, but you have Wi-Fi. Graphics are better than DS'.\n\nNintendo DS on the other side is more about the gaming, the 2 screens let you play really cool. It has less hardware power than PSP, but it's funnier to play because of the touchscreen.\n\nPSP - Multimedia\nDS - Gaming\n\nDepends on what you're looking for, i personally own a PSP and it's really cool."", 'PSP is better.  Better graphics, better controls, better games', 'i say PSP cause the Nintendo DS has a very sensitive touch screen and can easily get messed up. plus the nintendo cant play movies, internet, or music. the psp is cool and so much more...', 'well, PSP is graphics wise, but i have no idea how u turn when u play a shooting game (the right analog stick in the ps). For DS, you use the touch screen to turn, and its pretty simple. DS Wi-Fi Games are SOO fun. its also easy to set up a wi-fi connection. Not like PSP, where you have to enter the IP adrress, and the WEP, and all those hard stuff. PSP games loading takes waaay too long, and DS games load like a charm. I heard the DS lite has a longer battery life than a PSP. its true that you cant add pics and videos and stuff, but trust me; a DS is way better. If you get a PSP and regret it, its not my fault =)', ""Depends on what you want. PSP is a great device to carry videos, MP3 and the Internet browser, which is quite useful when you don't have a comp nearby, but you have Wi-Fi. Graphics are better than DS'. Nintendo DS on the other side is more about the gaming, the 2 screens let you play really cool. It has less hardware power than PSP, but it's funnier to play because of the touchscreen. PSP - Multimedia DS - Gaming Depends on what you're looking for, i personally own a PSP and it's really cool."", 'my brother has a ds. i have a psp. ive played both. i think the PSP is better because it has more functions. you can put music, videos, and pictures on it. you can also surf the net. the DS is also an awesome system, but it doesnt have as man functions', 'PSP is much better than Nintendo DS. PSP has a high-resolution screen.']",The psp is better than ds. ds is better dan psp (12:59pm EST Tue Apr 26 2005) psp is fast but ds is faster it has better grafics than psp and psp is very slow and takes time to load.Much better than anything DS has to offer.,"   I have a psp and i think the DS has better graphics than the PSP, but it still looks like crap. The PSP games look way better. And if you are going to play on your PSP, then why not just get an actual PS3 instead?http://news.bbc.co.uk/2/hi/uk_news/magazine/8599499.stm  Related BBC sites   A new breed of'superheroes'   By Nick Ross  BBC News Magazine   Superheroes are often portrayed as being more powerful than ordinary people, with powers that can transform them into something extraordinary. But in recent years, scientists at Cardiff University have discovered how they actually work. In this special report, we meet two young men who claim to be able to levitate, fly, fly through space - and even control fire. Their claims may sound far-fetched, but their research could help us understand our own abilities. Dr David Hughes was born in Wales in 1973. His parents were both engineers, so he grew up surrounded by technology."
142,ds,psp,Whats better a DS or a PSP for christmas?,"The PSP is a good choice. It is lightweight, it has great graphics, and you can also watch DVD's. The DS is ok, but the PSP is better. BUHANA KNOWS ALL","[""The PSP is a good choice. It is lightweight, it has great graphics, and you can also watch DVD's. The DS is ok, but the PSP is better. BUHANA KNOWS ALL"", ""It all depends what you're looking for. If you want to save some cash or if you want it only for games, get the DS. If you want it for music, movies, games, Internet, etc., get the PSP. The only problem is that it costs almost $200 more and is easily breakable. :)"", ""The PSP is a good choice. It is lightweight, it has great graphics, and you can also watch DVD's. The DS is ok, but the PSP is better. BUHANA KNOWS ALL"", 'I want a DS but buy PSP[way better', 'Dude you should definetley get the PSP. It has way better graphics, it has an mp3 player, and other entertainment features. The ds has none of that the only good thing about it is pictochat where you can chat with other people that have a ds.', ""I don't know but Probley a PSP because I hear it plays music almost like a ipod. A DS is good because it's touch screen and Double screen (One on top and the other on the bottom). That's why It's called DS, for Double Screen!!!!""]","The psp is better than ds. ds is better dan psp (12:59pm EST Tue Apr 26 2005) psp is fast but ds is faster it has better grafics than psp and psp is very slow and takes time to load.Probably bigger than the visual difference between PS2 and Xbox games.As I said before,PSP's games will cost less and be easier to develop for.So if I'm right then this means PSP will have more games coming out faster than DS.","   I have a psp and i want to buy the dsi but my question is, will it be better than the psp in every way? If so, which one should i get?http://www.nytimes.com/2008/03/15/opinion/15krugman.html?_r=1&oref=slogin&ref=opinion&pagewanted=print  Site Navigation   Site Mobile Navigation   The Great Depression Was Not Caused by Debt   In recent weeks, I’ve been reading about how much money people are saving for retirement. And I’m struck that this discussion has focused almost entirely on what happens when you stop paying your mortgage. But if you’re thinking of retiring from work, you’ve probably also thought about whether you’ll still need Social Security benefits after you retire. You may not realize it, but there was another big reason why many Americans didn’t save enough during their working years: they were worried about debt."
143,ds,psp,whats better a nintendo ds or a sony psp?,"he Nintendo DS is a ""kids toy"" becasue it's family friendly
the DS chat mode and DS download play (only one game needed for multiplayer) is useful
multimedia is not everything... the PSP is a multimedia product whereas DS is more focused on games than fancy stuff like movies

PSP loads super long...
""oh the graphics are better""
well, ""imagination is more important than knowledge""
-Albert Einstien
so what's better, gameplay, or graphics?

some people like sony stuff and xbox stuff cause its more violent","['he Nintendo DS is a ""kids toy"" becasue it\'s family friendly\nthe DS chat mode and DS download play (only one game needed for multiplayer) is useful\nmultimedia is not everything... the PSP is a multimedia product whereas DS is more focused on games than fancy stuff like movies\n\nPSP loads super long...\n""oh the graphics are better""\nwell, ""imagination is more important than knowledge""\n-Albert Einstien\nso what\'s better, gameplay, or graphics?\n\nsome people like sony stuff and xbox stuff cause its more violent', ""he Nintendo DS is a 'kids toy' becasue it's family friendly the DS chat mode and DS download play (only one game needed for multiplayer) is useful multimedia is not everything... the PSP is a multimedia product whereas DS is more focused on games than fancy stuff like movies PSP loads super long... 'oh the graphics are better' well, 'imagination is more important than knowledge' -Albert Einstien so what's better, gameplay, or graphics? some people like sony stuff and xbox stuff cause its more violent"", 'the sony psp is so much better because it has better graphic then the nitendo ds does.  so overall the sony psp wins.']",The sony is better than ds. Mario an mariokart are both shorter and inferior to their older DS counterparts.its even cooler than the ds.,"   I have a Sony a7rII and it has the same problem with the AF as my D750. It seems to be an issue of the camera not being able to lock on focus in low light situations. The only way around this is by using manual focus. This means that you need to set your shutter speed manually, which can get annoying. But if you’re shooting at 1/1000 sec then it’s no problem. If not, then you’ll just end up with blurry pictures. I’m guessing there are some sort of settings for this, but I’ve never found them. Hi Steve, great article. Thanks so much for sharing. I am new to DSLR photography and was wondering what kind of lenses would work well with my A7 II. My budget is about $1500 USD and I want something between 24-70 f/2.8 and 70-200 f/2.8. Any suggestions would be greatly appreciated. Thank you. Hey Steve! Great article! I recently bought a Nikon d5100 and wanted to learn more about photography."
144,ds,psp,"what is the best xbox 360 or the psp, or nintendo ds lite?","The XBOX 360 is the best system in terms of power, usefulness, and future potential, but it's not portable. If you want a portable, it's up to which games you like. I personally think the PSP is a better put together system, however the game lineup on the Nintendo DS is much better than on the PSP. You'll have to do your own research and decide for yourself... I recommend IGN.com. They have game and hardware reviews. Make sure you look at previews of upcoming games too, so you have an idea of what's around the corner.","[""The XBOX 360 is the best system in terms of power, usefulness, and future potential, but it's not portable. If you want a portable, it's up to which games you like. I personally think the PSP is a better put together system, however the game lineup on the Nintendo DS is much better than on the PSP. You'll have to do your own research and decide for yourself... I recommend IGN.com. They have game and hardware reviews. Make sure you look at previews of upcoming games too, so you have an idea of what's around the corner."", 'sony playstationportable-better than everything else........', ""The XBOX 360 is the best system in terms of power, usefulness, and future potential, but it's not portable. If you want a portable, it's up to which games you like. I personally think the PSP is a better put together system, however the game lineup on the Nintendo DS is much better than on the PSP. You'll have to do your own research and decide for yourself... I recommend IGN.com. They have game and hardware reviews. Make sure you look at previews of upcoming games too, so you have an idea of what's around the corner."", 'ds and psp', '360 best in terms of a high def gaming system with all the extra gadets on the controler but psp better if you travel a lot or have a small tv only catch about psp and 360 is accessoires cost more then ds lite so what yourreally asking for is are you willing to pay around $500- $900 on psp or 360 or for ds lite around$300-500', ""Well if you're talkin about power, the Xbox 360 wins."", ""it depends. those are two different categories you are talking about. psp and ds are portable handheld systems. they do not have the raw power that the 360 has. i owned a psp at one point and i have to say i was very disappointed. the games were bad and expensive, the battery life sucked, it got smudged easily, and the wifi was difficult to use. i have a ds lite currently and i love it. it has great games that are cheap, it fits in my pocket, it looks cool, the battery life is great, and the unique touch screen and microphone are tons of fun. i don't have a 360 but i used to work on one when i was a game tester at thq. i worked on saints row. the 360 was ok, but it was not worth all the hype. the games look ok but unless you have a hi-def television it seems pointless. out of all three i would recommend a ds. some may disagree but i think that is your best bet. good luck."", ""the 360 is way better than the rest...If you need a console system.   the PSP is more expensive, but looks better as far as a portable. But the DS is bar far the best bet for your money, it is the cheapest and can do almost everything the same as a PSP (Music, movies ,mp3's,homebrew)  check out the super card or the movie player for the DS, I download 100's of roms at a time, it doesnt get any better than free games...""]","The the is better than 360. PlayStation 3 may be faster on paper, but Xbox 360's easier to harness, says Huddy Microsoft's Xbox 360 will have better graphics performance than the PlayStation 3 despite the better on-paper specifications... .The PS3 version is smoother/better visually in my eyes, 360 had pop-up issues.","   I think the answer to that question depends on what you want from a VR headset. If you’re looking for something more immersive than just watching videos and playing games, then go with the Vive. But if you’re looking for an experience that’s closer to being in the real world, like walking around your neighborhood at night without having to worry about getting mugged, then opt for the Rift. The Rift has been designed specifically as a virtual reality device, so it offers some of those benefits but also comes with its own set of drawbacks. For example, it’s not very comfortable compared to other devices. And while the Oculus Touch controllers are great for interacting with objects within VR, they don’t offer much tactile feedback. In my experience, though, I’ve found that people who have tried both devices agree that they’re pretty similar. Both systems let me move freely through space, which makes them ideal for exploring new places — especially when combined with a smartphone camera. That said, there are differences between them."
